年份,年龄组,年龄带,性别,人数,人数_万人,情景,真实或假设,来源或假设
2036,50-54,劳动年龄15-64,女,293292.0,29.3292,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2036,55-59,劳动年龄15-64,女,304660.0,30.466,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2036,60-64,劳动年龄15-64,女,320651.0,32.0651,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2036,65-69,退休65+,女,319217.1,31.9217,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2036,70-74,退休65+,女,331254.8,33.1255,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2036,75-79,退休65+,女,291471.9,29.1472,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2036,80-84,退休65+,女,220588.1,22.0588,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2036,85+,退休65+,女,249894.0,24.9894,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2036,0-4,少儿0-14,男,83624.1,8.3624,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2036,10-14,少儿0-14,男,90602.2,9.0602,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2036,15-19,劳动年龄15-64,男,139054.3,13.9054,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2036,20-24,劳动年龄15-64,男,174656.4,17.4656,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2036,25-29,劳动年龄15-64,男,178379.7,17.838,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2036,30-34,劳动年龄15-64,男,175909.5,17.5909,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2036,35-39,劳动年龄15-64,男,211704.6,21.1705,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2036,40-44,劳动年龄15-64,男,254621.1,25.4621,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2036,45-49,劳动年龄15-64,男,261236.1,26.1236,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2036,5-9,少儿0-14,男,89373.1,8.9373,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2036,50-54,劳动年龄15-64,男,257426.0,25.7426,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2036,55-59,劳动年龄15-64,男,246099.1,24.6099,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2036,60-64,劳动年龄15-64,男,251430.2,25.143,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2036,65-69,退休65+,男,241216.4,24.1216,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2036,70-74,退休65+,男,261082.0,26.1082,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2036,75-79,退休65+,男,252971.6,25.2972,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2036,80-84,退休65+,男,177038.9,17.7039,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2036,85+,退休65+,男,174643.7,17.4644,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2037,0-4,少儿0-14,女,79340.1,7.934,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2037,10-14,少儿0-14,女,86191.7,8.6192,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2037,15-19,劳动年龄15-64,女,124713.7,12.4714,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2037,20-24,劳动年龄15-64,女,162698.4,16.2698,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2037,25-29,劳动年龄15-64,女,173948.4,17.3948,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2037,30-34,劳动年龄15-64,女,178716.6,17.8717,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2037,35-39,劳动年龄15-64,女,201883.7,20.1884,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2037,40-44,劳动年龄15-64,女,246431.6,24.6432,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2037,45-49,劳动年龄15-64,女,271025.0,27.1025,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2037,5-9,少儿0-14,女,84745.8,8.4746,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2037,50-54,劳动年龄15-64,女,290944.3,29.0944,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2037,55-59,劳动年龄15-64,女,303674.1,30.3674,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2037,60-64,劳动年龄15-64,女,318821.2,31.8821,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2037,65-69,退休65+,女,319448.6,31.9449,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2037,70-74,退休65+,女,327355.8,32.7356,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2037,75-79,退休65+,女,296579.8,29.658,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2037,80-84,退休65+,女,230726.3,23.0726,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2037,85+,退休65+,女,273072.0,27.3072,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2037,0-4,少儿0-14,男,83670.1,8.367,中,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
