年份,性别,年龄组,死亡率_每千人,年化改善率,数据类型,真实或假设,来源或假设
2033,女,35-39,0.3572,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,女,40-44,0.4465,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,女,45-49,0.9022,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,女,5-9,0.0893,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,女,50-54,1.4435,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,女,55-59,2.1652,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,女,60-64,3.3604,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,女,65-69,4.6672,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,女,70-74,7.8408,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,女,75-79,12.788,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,女,80-84,27.4429,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,女,85+,76.5406,0.006816,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,男,0-4,0.5358,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,男,10-14,0.0893,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,男,15-19,0.1786,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,男,20-24,0.2679,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,男,25-29,0.3572,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,男,30-34,0.5358,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,男,35-39,0.6251,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,男,40-44,1.0716,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,男,45-49,1.8043,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,男,5-9,0.0893,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,男,50-54,2.9199,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,男,55-59,4.3799,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,男,60-64,6.2961,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,男,65-69,10.1285,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,男,70-74,15.7859,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,男,75-79,24.272,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,男,80-84,48.7224,0.00528,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2033,男,85+,92.3914,0.00528,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,女,0-4,0.2329,0.025,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,女,10-14,0.0882,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,女,15-19,0.0882,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,女,20-24,0.1764,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,女,25-29,0.1764,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,女,30-34,0.2645,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,女,35-39,0.3527,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,女,40-44,0.4409,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,女,45-49,0.8919,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,女,5-9,0.0882,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,女,50-54,1.427,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,女,55-59,2.1406,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,女,60-64,3.3347,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,女,65-69,4.6316,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,女,70-74,7.781,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,女,75-79,12.6905,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,女,80-84,27.2336,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,女,85+,76.0189,0.006816,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,男,0-4,0.5291,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,男,10-14,0.0882,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,男,15-19,0.1764,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,男,20-24,0.2645,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,男,25-29,0.3527,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,男,30-34,0.5291,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,男,35-39,0.6173,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,男,40-44,1.0582,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,男,45-49,1.7838,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,男,5-9,0.0882,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,男,50-54,2.8904,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,男,55-59,4.3356,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,男,60-64,6.2324,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,男,65-69,10.026,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,男,70-74,15.6261,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,男,75-79,24.0262,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,男,80-84,48.4651,0.00528,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2034,男,85+,91.9035,0.00528,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2035,女,0-4,0.2271,0.025,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2035,女,10-14,0.0871,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2035,女,15-19,0.0871,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2035,女,20-24,0.1742,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2035,女,25-29,0.1742,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2035,女,30-34,0.2612,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2035,女,35-39,0.3483,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
