年份,年龄组,性别,人数,情景,来源或假设
2052,65-69,女,288053.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,70-74,男,227404.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,70-74,女,292008.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,75-79,男,211824.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,75-79,女,292345.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,80-84,男,180731.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,80-84,女,273577.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,85+,男,350671.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,85+,女,568540.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,0-4,男,65994.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,0-4,女,62442.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,5-9,男,74003.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,5-9,女,70316.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,10-14,男,75940.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,10-14,女,72464.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,15-19,男,80694.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,15-19,女,77766.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,20-24,男,91412.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,20-24,女,89063.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,25-29,男,107690.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,25-29,女,104483.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,30-34,男,143425.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,30-34,女,138774.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,35-39,男,182393.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,35-39,女,176466.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,40-44,男,197006.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,40-44,女,191327.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,45-49,男,193496.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,45-49,女,193359.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,50-54,男,209408.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,50-54,女,208368.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,55-59,男,242346.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,55-59,女,243193.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,60-64,男,256526.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,60-64,女,269495.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,65-69,男,249257.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,65-69,女,284325.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,70-74,男,229550.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,70-74,女,290220.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,75-79,男,211175.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,75-79,女,289977.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,80-84,男,181587.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,80-84,女,273415.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,85+,男,352946.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2053,85+,女,581429.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,0-4,男,64163.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,0-4,女,60710.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,5-9,男,73273.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,5-9,女,69615.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,10-14,男,76013.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,10-14,女,72507.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,15-19,男,80309.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,15-19,女,77355.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,20-24,男,90204.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,20-24,女,87860.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,25-29,男,105501.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,25-29,女,102761.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,30-34,男,134764.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,30-34,女,130488.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,35-39,男,177180.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,35-39,女,171669.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,40-44,男,197713.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,40-44,女,191976.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,45-49,男,195213.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,45-49,女,193569.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,50-54,男,203680.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,50-54,女,204359.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,55-59,男,235424.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,55-59,女,235162.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,60-64,男,255938.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,60-64,女,266531.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,65-69,男,250097.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,65-69,女,280635.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,70-74,男,231796.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,70-74,女,288574.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,75-79,男,210570.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,75-79,女,287638.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,80-84,男,182495.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,80-84,女,273325.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,85+,男,355307.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2054,85+,女,593897.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,0-4,男,62244.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,0-4,女,58894.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,5-9,男,72219.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,5-9,女,68608.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,10-14,男,76036.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,10-14,女,72505.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,15-19,男,80072.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,15-19,女,77083.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,20-24,男,89114.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,20-24,女,86768.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,25-29,男,103057.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,25-29,女,100782.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,30-34,男,126080.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,30-34,女,122181.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,35-39,男,171877.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,35-39,女,166772.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,40-44,男,198117.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,40-44,女,192293.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,45-49,男,196900.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,45-49,女,193748.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,50-54,男,197930.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,50-54,女,200310.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,55-59,男,228490.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,55-59,女,227096.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,60-64,男,255340.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,60-64,女,263556.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,65-69,男,250975.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,65-69,女,276982.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,70-74,男,234150.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,70-74,女,287080.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,75-79,男,210004.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,75-79,女,285327.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,80-84,男,183440.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,80-84,女,273290.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,85+,男,357751.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2055,85+,女,605986.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,0-4,男,60239.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,0-4,女,56998.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,5-9,男,70846.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,5-9,女,67301.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,10-14,男,76002.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,10-14,女,72450.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,15-19,男,79976.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,15-19,女,76945.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,20-24,男,88136.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,20-24,女,85781.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,25-29,男,100353.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,25-29,女,98544.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,30-34,男,117396.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,30-34,女,113879.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,35-39,男,166483.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,35-39,女,161776.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,40-44,男,198206.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,40-44,女,192263.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,45-49,男,198557.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,45-49,女,193895.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,50-54,男,192160.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,50-54,女,196223.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,55-59,男,221543.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,55-59,女,218995.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,60-64,男,254720.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,60-64,女,260558.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,65-69,男,251888.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,65-69,女,273366.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,70-74,男,236621.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,70-74,女,285745.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,75-79,男,209476.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,75-79,女,283043.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,80-84,男,184412.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,80-84,女,273296.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2056,85+,男,360279.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
